Subject,ML Score,MERCI Score,BLAST Score,Hybrid Score,Prediction
pep1101,0.622,0,0,0.622,Toxin
pep1102,0.611,0,0,0.611,Toxin
pep1103,0.568,0,0,0.568,Non-Toxin
pep1104,0.582,0,0,0.582,Non-Toxin
pep1105,0.73,0,0,0.73,Toxin
pep1106,0.769,0,0,0.769,Toxin
pep1107,0.749,0,0,0.749,Toxin
pep1108,0.66,0,0,0.66,Toxin
pep1109,0.715,0,0,0.715,Toxin
pep111,0.699,0,0,0.699,Toxin
pep1110,0.714,0,0,0.714,Toxin
pep1111,0.642,0,0,0.642,Toxin
pep1112,0.638,0,0,0.638,Toxin
pep1113,0.627,0,0,0.627,Toxin
pep1114,0.63,0,0,0.63,Toxin
pep1115,0.636,0,0,0.636,Toxin
pep1116,0.65,0,0,0.65,Toxin
pep1117,0.65,0,0,0.65,Toxin
pep1118,0.642,0,0,0.642,Toxin
pep1119,0.655,0,0,0.655,Toxin
pep112,0.695,0,0,0.695,Toxin
pep1120,0.661,0,0,0.661,Toxin
pep1121,0.654,0,0,0.654,Toxin
pep1122,0.657,0,0,0.657,Toxin
pep1123,0.872,0,0,0.872,Toxin
pep1124,0.847,0,0,0.847,Toxin
pep1125,0.828,0,0,0.828,Toxin
pep1126,0.811,0,0,0.811,Toxin
pep1127,0.812,0,0,0.812,Toxin
pep1128,0.805,0,0,0.805,Toxin
pep1129,0.806,0,0,0.806,Toxin
pep113,0.716,0,0,0.716,Toxin
pep1130,0.784,0,0,0.784,Toxin
pep1131,0.772,0,0,0.772,Toxin
pep1132,0.685,0,0,0.685,Toxin
pep1133,0.65,0,0,0.65,Toxin
pep1134,0.827,0,0,0.827,Toxin
pep1135,0.795,0,0,0.795,Toxin
pep1136,0.769,0,0,0.769,Toxin
pep1137,0.77,0,0,0.77,Toxin
pep1138,0.756,0,0,0.756,Toxin
pep1139,0.756,0,0,0.756,Toxin
pep114,0.671,0,0,0.671,Toxin
pep1140,0.765,0,0,0.765,Toxin
pep1141,0.745,0,0,0.745,Toxin
pep1142,0.744,0,0,0.744,Toxin
pep1143,0.746,0,0,0.746,Toxin
pep1144,0.744,0,0,0.744,Toxin
pep1145,0.668,0,0,0.668,Toxin
pep1146,0.666,0,0,0.666,Toxin
pep1147,0.644,0,0,0.644,Toxin
pep1148,0.645,0,0,0.645,Toxin
pep1149,0.652,0,0,0.652,Toxin
pep115,0.655,0,0,0.655,Toxin
pep1150,0.693,0,0,0.693,Toxin
pep1151,0.696,0,0,0.696,Toxin
pep1152,0.687,0,0,0.687,Toxin
pep1153,0.626,0,0,0.626,Toxin
pep1154,0.625,0,0,0.625,Toxin
pep1155,0.657,0,0,0.657,Toxin
pep1156,0.621,0,0,0.621,Toxin
pep1157,0.959,0,0,0.959,Toxin
pep1158,0.946,0,0,0.946,Toxin
pep1159,0.965,0,0,0.965,Toxin
pep116,0.68,0,0,0.68,Toxin
pep1160,0.958,0,0,0.958,Toxin
pep1161,0.929,0,0,0.929,Toxin
pep1162,0.895,0,0,0.895,Toxin
pep1163,0.866,0,0,0.866,Toxin
pep1164,0.872,0,0,0.872,Toxin
pep1165,0.864,0,0,0.864,Toxin
pep1166,0.87,0,0,0.87,Toxin
pep1167,0.881,0,0,0.881,Toxin
pep1168,0.743,0,0,0.743,Toxin
pep1169,0.887,0,0,0.887,Toxin
pep117,0.635,0,0,0.635,Toxin
pep1170,0.861,0,0,0.861,Toxin
pep1171,0.85,0,0,0.85,Toxin
pep1172,0.849,0,0,0.849,Toxin
pep1173,0.853,0,0,0.853,Toxin
pep1174,0.824,0,0,0.824,Toxin
pep1175,0.83,0,0,0.83,Toxin
pep1176,0.846,0,0,0.846,Toxin
pep1177,0.873,0,0,0.873,Toxin
pep1178,0.878,0,0,0.878,Toxin
pep1179,0.898,0,0,0.898,Toxin
pep118,0.647,0,0,0.647,Toxin
pep1180,0.886,0,0,0.886,Toxin
pep1181,0.895,0,0,0.895,Toxin
pep1182,0.949,0,0,0.949,Toxin
pep1183,0.943,0,0,0.943,Toxin
pep1184,0.924,0,0,0.924,Toxin
pep1185,0.913,0,0,0.913,Toxin
pep1186,0.914,0,0,0.914,Toxin
pep1187,0.886,0,0,0.886,Toxin
pep1188,0.673,0,0,0.673,Toxin
pep1189,0.66,0,0,0.66,Toxin
pep119,0.631,0,0,0.631,Toxin
pep1190,0.658,0,0,0.658,Toxin
pep1191,0.653,0,0,0.653,Toxin
pep1192,0.727,0,0,0.727,Toxin
pep1193,0.713,0,0,0.713,Toxin
pep1194,0.708,0,0,0.708,Toxin
pep1195,0.74,0,0,0.74,Toxin
pep1196,0.745,0,0,0.745,Toxin
pep1197,0.753,0,0,0.753,Toxin
pep1198,0.666,0,0,0.666,Toxin
pep1199,0.672,0,0,0.672,Toxin
pep12,0.559,0,0,0.559,Non-Toxin
pep120,0.637,0,0,0.637,Toxin
pep1200,0.649,0,0,0.649,Toxin
pep1201,0.648,0,0,0.648,Toxin
pep1202,0.576,0,0,0.576,Non-Toxin
pep1203,0.589,0,0,0.589,Non-Toxin
pep1204,0.552,0,0,0.552,Non-Toxin
pep1205,0.569,0,0,0.569,Non-Toxin
pep1206,0.581,0,0,0.581,Non-Toxin
pep1207,0.61,0,0,0.61,Toxin
pep1208,0.622,0,0,0.622,Toxin
pep1209,0.589,0,0,0.589,Non-Toxin
pep121,0.636,0,0,0.636,Toxin
pep1210,0.593,0,0,0.593,Non-Toxin
pep1211,0.597,0,0,0.597,Non-Toxin
pep1212,0.608,0,0,0.608,Toxin
pep1213,0.629,0,0,0.629,Toxin
pep1214,0.646,0,0,0.646,Toxin
pep1215,0.631,0,0,0.631,Toxin
pep1216,0.65,0,0,0.65,Toxin
pep1217,0.628,0,0,0.628,Toxin
pep1218,0.604,0,0,0.604,Toxin
pep1219,0.712,0,0,0.712,Toxin
pep122,0.494,0,0,0.494,Non-Toxin
pep1220,0.734,0,0,0.734,Toxin
pep1221,0.713,0,0,0.713,Toxin
pep1222,0.652,0,0,0.652,Toxin
pep1223,0.697,0,0,0.697,Toxin
pep1224,0.65,0,0,0.65,Toxin
pep1225,0.653,0,0,0.653,Toxin
pep1226,0.659,0,0,0.659,Toxin
pep1227,0.653,0,0,0.653,Toxin
pep1228,0.64,0,0,0.64,Toxin
pep1229,0.61,0,0,0.61,Toxin
pep123,0.491,0,0,0.491,Non-Toxin
pep1230,0.592,0,0,0.592,Non-Toxin
pep1231,0.589,0,0,0.589,Non-Toxin
pep1232,0.7,0,0,0.7,Toxin
pep1233,0.698,0,0,0.698,Toxin
pep1234,0.608,0,0,0.608,Toxin
pep1235,0.596,0,0,0.596,Non-Toxin
pep1236,0.597,0,0,0.597,Non-Toxin
pep1237,0.633,0,0,0.633,Toxin
pep1238,0.676,0,0,0.676,Toxin
pep1239,0.684,0,0,0.684,Toxin
pep124,0.495,0,0,0.495,Non-Toxin
pep1240,0.67,0,0,0.67,Toxin
pep1241,0.661,0,0,0.661,Toxin
pep1242,0.673,0,0,0.673,Toxin
pep1243,0.703,0,0,0.703,Toxin
pep1244,0.71,0,0,0.71,Toxin
pep1245,0.69,0,0,0.69,Toxin
pep1246,0.645,0,0,0.645,Toxin
pep1247,0.619,0,0,0.619,Toxin
pep1248,0.655,0,0,0.655,Toxin
pep1249,0.672,0,0,0.672,Toxin
pep125,0.561,0,0,0.561,Non-Toxin
pep1250,0.656,0,0,0.656,Toxin
pep1251,0.65,0,0,0.65,Toxin
pep1252,0.661,0,0,0.661,Toxin
pep1253,0.723,0,0,0.723,Toxin
pep1254,0.711,0,0,0.711,Toxin
pep1255,0.713,0,0,0.713,Toxin
pep1256,0.75,0,0,0.75,Toxin
pep1257,0.756,0,0,0.756,Toxin
pep1258,0.763,0,0,0.763,Toxin
pep1259,0.672,0,0,0.672,Toxin
pep126,0.594,0,0,0.594,Non-Toxin
pep1260,0.676,0,0,0.676,Toxin
pep1261,0.538,0,0,0.538,Non-Toxin
pep1262,0.565,0,0,0.565,Non-Toxin
pep1263,0.567,0,0,0.567,Non-Toxin
pep1264,0.561,0,0,0.561,Non-Toxin
pep1265,0.56,0,0,0.56,Non-Toxin
pep1266,0.596,0,0,0.596,Non-Toxin
pep1267,0.927,0,0,0.927,Toxin
pep1268,0.934,0,0,0.934,Toxin
pep1269,0.93,0,0,0.93,Toxin
pep127,0.957,0,0,0.957,Toxin
pep1270,0.928,0,0,0.928,Toxin
pep1271,0.911,0,0,0.911,Toxin
pep1272,0.866,0,0,0.866,Toxin
pep1273,0.846,0,0,0.846,Toxin
pep1274,0.809,0,0,0.809,Toxin
pep1275,0.797,0,0,0.797,Toxin
pep1276,0.777,0,0,0.777,Toxin
pep1277,0.785,0,0,0.785,Toxin
pep1278,0.577,0,0,0.577,Non-Toxin
pep1279,0.589,0,0,0.589,Non-Toxin
pep128,0.954,0,0,0.954,Toxin
pep1280,0.582,0,0,0.582,Non-Toxin
pep1281,0.637,0,0,0.637,Toxin
pep1282,0.609,0,0,0.609,Toxin
pep1283,0.566,0,0,0.566,Non-Toxin
pep1284,0.576,0,0,0.576,Non-Toxin
pep1285,0.573,0,0,0.573,Non-Toxin
pep1286,0.575,0,0,0.575,Non-Toxin
pep1287,0.584,0,0,0.584,Non-Toxin
pep1288,0.59,0,0,0.59,Non-Toxin
pep1289,0.596,0,0,0.596,Non-Toxin
pep129,0.957,0,0,0.957,Toxin
pep1290,0.73,0,0,0.73,Toxin
pep1291,0.638,0,0,0.638,Toxin
pep1292,0.611,0,0,0.611,Toxin
pep1293,0.745,0,0,0.745,Toxin
pep1294,0.711,0,0,0.711,Toxin
pep1295,0.703,0,0,0.703,Toxin
pep1296,0.706,0,0,0.706,Toxin
pep1297,0.703,0,0,0.703,Toxin
pep1298,0.573,0,0,0.573,Non-Toxin
pep1299,0.554,0,0,0.554,Non-Toxin
pep13,0.552,0,0,0.552,Non-Toxin
pep130,0.959,0,0,0.959,Toxin
pep1300,0.519,0,0,0.519,Non-Toxin
pep1301,0.504,0,0,0.504,Non-Toxin
pep1302,0.475,0,0,0.475,Non-Toxin
pep1303,0.486,0,0,0.486,Non-Toxin
pep1304,0.513,0,0,0.513,Non-Toxin
pep1305,0.512,0,0,0.512,Non-Toxin
pep1306,0.514,0,0,0.514,Non-Toxin
pep1307,0.525,0,0,0.525,Non-Toxin
pep1308,0.547,0,0,0.547,Non-Toxin
pep1309,0.562,0,0,0.562,Non-Toxin
pep131,0.948,0,0,0.948,Toxin
pep1310,0.574,0,0,0.574,Non-Toxin
pep1311,0.823,0,0,0.823,Toxin
pep1312,0.794,0,0,0.794,Toxin
pep1313,0.788,0,0,0.788,Toxin
pep1314,0.778,0,0,0.778,Toxin
pep1315,0.711,0,0,0.711,Toxin
pep1316,0.7,0,0,0.7,Toxin
pep1317,0.697,0,0,0.697,Toxin
pep1318,0.698,0,0,0.698,Toxin
pep1319,0.519,0,0,0.519,Non-Toxin
pep132,0.911,0,0,0.911,Toxin
pep1320,0.518,0,0,0.518,Non-Toxin
pep1321,0.522,0,0,0.522,Non-Toxin
pep1322,0.505,0,0,0.505,Non-Toxin
pep1323,0.523,0,0,0.523,Non-Toxin
pep1324,0.519,0,0,0.519,Non-Toxin
pep1325,0.534,0,0,0.534,Non-Toxin
pep1326,0.55,0,0,0.55,Non-Toxin
pep1327,0.711,0,0,0.711,Toxin
pep1328,0.777,0,0,0.777,Toxin
pep1329,0.752,0,0,0.752,Toxin
pep133,0.866,0,0,0.866,Toxin
pep1330,0.713,0,0,0.713,Toxin
pep1331,0.744,0,0,0.744,Toxin
pep1332,0.685,0,0,0.685,Toxin
pep1333,0.708,0,0,0.708,Toxin
pep1334,0.693,0,0,0.693,Toxin
pep1335,0.704,0,0,0.704,Toxin
pep1336,0.701,0,0,0.701,Toxin
pep1337,0.682,0,0,0.682,Toxin
pep1338,0.676,0,0,0.676,Toxin
pep1339,0.623,0,0,0.623,Toxin
pep134,0.882,0,0,0.882,Toxin
pep1340,0.607,0,0,0.607,Toxin
pep1341,0.639,0,0,0.639,Toxin
pep1342,0.629,0,0,0.629,Toxin
pep1343,0.628,0,0,0.628,Toxin
pep1344,0.734,0,0,0.734,Toxin
pep1345,0.764,0,0,0.764,Toxin
pep1346,0.725,0,0,0.725,Toxin
pep1347,0.646,0,0,0.646,Toxin
pep1348,0.672,0,0,0.672,Toxin
pep1349,0.632,0,0,0.632,Toxin
pep135,0.884,0,0,0.884,Toxin
pep1350,0.648,0,0,0.648,Toxin
pep1351,0.665,0,0,0.665,Toxin
pep1352,0.671,0,0,0.671,Toxin
pep1353,0.673,0,0,0.673,Toxin
pep1354,0.688,0,0,0.688,Toxin
pep1355,0.683,0,0,0.683,Toxin
pep1356,0.618,0,0,0.618,Toxin
pep1357,0.594,0,0,0.594,Non-Toxin
pep1358,0.616,0,0,0.616,Toxin
pep1359,0.588,0,0,0.588,Non-Toxin
pep136,0.882,0,0,0.882,Toxin
pep1360,0.605,0,0,0.605,Toxin
pep1361,0.626,0,0,0.626,Toxin
pep1362,0.617,0,0,0.617,Toxin
pep1363,0.704,0,0,0.704,Toxin
pep1364,0.882,0,0,0.882,Toxin
pep1365,0.859,0,0,0.859,Toxin
pep1366,0.843,0,0,0.843,Toxin
pep1367,0.853,0,0,0.853,Toxin
pep1368,0.841,0,0,0.841,Toxin
pep1369,0.613,0,0,0.613,Toxin
pep137,0.879,0,0,0.879,Toxin
pep1370,0.564,0,0,0.564,Non-Toxin
pep1371,0.591,0,0,0.591,Non-Toxin
pep1372,0.574,0,0,0.574,Non-Toxin
pep1373,0.568,0,0,0.568,Non-Toxin
pep1374,0.576,0,0,0.576,Non-Toxin
pep1375,0.573,0,0,0.573,Non-Toxin
pep1376,0.594,0,0,0.594,Non-Toxin
pep1377,0.597,0,0,0.597,Non-Toxin
pep1378,0.639,0,0,0.639,Toxin
pep1379,0.619,0,0,0.619,Toxin
pep138,0.852,0,0,0.852,Toxin
pep1380,0.642,0,0,0.642,Toxin
pep1381,0.64,0,0,0.64,Toxin
pep1382,0.51,0,0,0.51,Non-Toxin
pep1383,0.517,0,0,0.517,Non-Toxin
pep1384,0.634,0,0,0.634,Toxin
pep1385,0.634,0,0,0.634,Toxin
pep1386,0.619,0,0,0.619,Toxin
pep1387,0.607,0,0,0.607,Toxin
pep1388,0.605,0,0,0.605,Toxin
pep1389,0.598,0,0,0.598,Non-Toxin
pep139,0.498,0,0,0.498,Non-Toxin
pep1390,0.569,0,0,0.569,Non-Toxin
pep1391,0.603,0,0,0.603,Toxin
pep1392,0.591,0,0,0.591,Non-Toxin
pep1393,0.566,0,0,0.566,Non-Toxin
pep1394,0.62,0,0,0.62,Toxin
pep1395,0.622,0,0,0.622,Toxin
pep1396,0.651,0,0,0.651,Toxin
pep1397,0.705,0,0,0.705,Toxin
pep1398,0.661,0,0,0.661,Toxin
pep1399,0.68,0,0,0.68,Toxin
pep14,0.601,0,0,0.601,Toxin
pep140,0.527,0,0,0.527,Non-Toxin
pep1400,0.691,0,0,0.691,Toxin
pep1401,0.694,0,0,0.694,Toxin
pep1402,0.699,0,0,0.699,Toxin
pep1403,0.693,0,0,0.693,Toxin
pep1404,0.688,0,0,0.688,Toxin
pep1405,0.688,0,0,0.688,Toxin
pep1406,0.642,0,0,0.642,Toxin
pep1407,0.598,0,0,0.598,Non-Toxin
pep1408,0.638,0,0,0.638,Toxin
pep1409,0.604,0,0,0.604,Toxin
pep141,0.534,0,0,0.534,Non-Toxin
pep1410,0.835,0,0,0.835,Toxin
pep1411,0.84,0,0,0.84,Toxin
pep1412,0.841,0,0,0.841,Toxin
pep1413,0.846,0,0,0.846,Toxin
pep1414,0.843,0,0,0.843,Toxin
pep1415,0.818,0,0,0.818,Toxin
pep1416,0.774,0,0,0.774,Toxin
pep1417,0.73,0,0,0.73,Toxin
pep1418,0.694,0,0,0.694,Toxin
pep1419,0.691,0,0,0.691,Toxin
pep142,0.543,0,0,0.543,Non-Toxin
pep1420,0.673,0,0,0.673,Toxin
pep1421,0.687,0,0,0.687,Toxin
pep1422,0.702,0,0,0.702,Toxin
pep1423,0.657,0,0,0.657,Toxin
pep1424,0.619,0,0,0.619,Toxin
pep1425,0.569,0,0,0.569,Non-Toxin
pep1426,0.586,0,0,0.586,Non-Toxin
pep1427,0.559,0,0,0.559,Non-Toxin
pep1428,0.565,0,0,0.565,Non-Toxin
pep1429,0.567,0,0,0.567,Non-Toxin
pep143,0.544,0,0,0.544,Non-Toxin
pep1430,0.569,0,0,0.569,Non-Toxin
pep1431,0.557,0,0,0.557,Non-Toxin
pep1432,0.57,0,0,0.57,Non-Toxin
pep1433,0.58,0,0,0.58,Non-Toxin
pep1434,0.608,0,0,0.608,Toxin
pep1435,0.579,0,0,0.579,Non-Toxin
pep1436,0.668,0,0,0.668,Toxin
pep1437,0.655,0,0,0.655,Toxin
pep1438,0.651,0,0,0.651,Toxin
pep1439,0.651,0,0,0.651,Toxin
pep144,0.587,0,0,0.587,Non-Toxin
pep1440,0.685,0,0,0.685,Toxin
pep1441,0.638,0,0,0.638,Toxin
pep1442,0.601,0,0,0.601,Toxin
pep1443,0.605,0,0,0.605,Toxin
pep1444,0.601,0,0,0.601,Toxin
pep1445,0.608,0,0,0.608,Toxin
pep1446,0.62,0,0,0.62,Toxin
pep1447,0.597,0,0,0.597,Non-Toxin
pep1448,0.599,0,0,0.599,Non-Toxin
pep1449,0.557,0,0,0.557,Non-Toxin
pep145,0.584,0,0,0.584,Non-Toxin
pep1450,0.566,0,0,0.566,Non-Toxin
pep1451,0.564,0,0,0.564,Non-Toxin
pep1452,0.563,0,0,0.563,Non-Toxin
pep1453,0.575,0,0,0.575,Non-Toxin
pep1454,0.579,0,0,0.579,Non-Toxin
pep1455,0.592,0,0,0.592,Non-Toxin
pep1456,0.586,0,0,0.586,Non-Toxin
pep1457,0.589,0,0,0.589,Non-Toxin
pep1458,0.596,0,0,0.596,Non-Toxin
pep1459,0.594,0,0,0.594,Non-Toxin
pep146,0.588,0,0,0.588,Non-Toxin
pep1460,0.601,0,0,0.601,Toxin
pep1461,0.607,0,0,0.607,Toxin
pep1462,0.516,0,0,0.516,Non-Toxin
pep1463,0.536,0,0,0.536,Non-Toxin
pep1464,0.536,0,0,0.536,Non-Toxin
pep1465,0.535,0,0,0.535,Non-Toxin
pep1466,0.541,0,0,0.541,Non-Toxin
pep1467,0.584,0,0,0.584,Non-Toxin
pep1468,0.582,0,0,0.582,Non-Toxin
pep1469,0.885,0,0,0.885,Toxin
pep147,0.72,0,0,0.72,Toxin
pep1470,0.883,0,0,0.883,Toxin
pep1471,0.897,0,0,0.897,Toxin
pep1472,0.884,0,0,0.884,Toxin
pep1473,0.891,0,0,0.891,Toxin
pep1474,0.855,0,0,0.855,Toxin
pep1475,0.842,0,0,0.842,Toxin
pep1476,0.797,0,0,0.797,Toxin
pep1477,0.759,0,0,0.759,Toxin
pep1478,0.748,0,0,0.748,Toxin
pep1479,0.687,0,0,0.687,Toxin
pep148,0.876,0,0,0.876,Toxin
pep1480,0.678,0,0,0.678,Toxin
pep1481,0.674,0,0,0.674,Toxin
pep1482,0.556,0,0,0.556,Non-Toxin
pep1483,0.549,0,0,0.549,Non-Toxin
pep1484,0.554,0,0,0.554,Non-Toxin
pep1485,0.507,0,0,0.507,Non-Toxin
pep1486,0.495,0,0,0.495,Non-Toxin
pep1487,0.497,0,0,0.497,Non-Toxin
pep1488,0.479,0,0,0.479,Non-Toxin
pep1489,0.49,0,0,0.49,Non-Toxin
pep149,0.888,0,0,0.888,Toxin
pep1490,0.495,0,0,0.495,Non-Toxin
pep1491,0.493,0,0,0.493,Non-Toxin
pep1492,0.719,0,0,0.719,Toxin
pep1493,0.734,0,0,0.734,Toxin
pep1494,0.743,0,0,0.743,Toxin
pep1495,0.752,0,0,0.752,Toxin
pep1496,0.72,0,0,0.72,Toxin
pep1497,0.794,0,0,0.794,Toxin
pep1498,0.698,0,0,0.698,Toxin
pep1499,0.696,0,0,0.696,Toxin
pep15,0.618,0,0,0.618,Toxin
pep150,0.882,0,0,0.882,Toxin
pep1500,0.622,0,0,0.622,Toxin
pep1501,0.601,0,0,0.601,Toxin
pep1502,0.598,0,0,0.598,Non-Toxin
pep1503,0.628,0,0,0.628,Toxin
pep1504,0.653,0,0,0.653,Toxin
pep1505,0.636,0,0,0.636,Toxin
pep1506,0.732,0,0,0.732,Toxin
pep1507,0.7,0,0,0.7,Toxin
pep1508,0.705,0,0,0.705,Toxin
pep1509,0.721,0,0,0.721,Toxin
pep151,0.879,0,0,0.879,Toxin
pep1510,0.651,0,0,0.651,Toxin
pep1511,0.712,0,0,0.712,Toxin
pep1512,0.735,0,0,0.735,Toxin
pep1513,0.715,0,0,0.715,Toxin
pep1514,0.738,0,0,0.738,Toxin
pep1515,0.734,0,0,0.734,Toxin
pep1516,0.731,0,0,0.731,Toxin
pep1517,0.747,0,0,0.747,Toxin
pep1518,0.732,0,0,0.732,Toxin
pep1519,0.663,0,0,0.663,Toxin
pep152,0.845,0,0,0.845,Toxin
pep1520,0.625,0,0,0.625,Toxin
pep1521,0.608,0,0,0.608,Toxin
pep1522,0.631,0,0,0.631,Toxin
pep1523,0.568,0,0,0.568,Non-Toxin
pep1524,0.592,0,0,0.592,Non-Toxin
pep1525,0.611,0,0,0.611,Toxin
pep1526,0.595,0,0,0.595,Non-Toxin
pep1527,0.537,0,0,0.537,Non-Toxin
pep1528,0.543,0,0,0.543,Non-Toxin
pep1529,0.515,0,0,0.515,Non-Toxin
pep153,0.818,0,0,0.818,Toxin
pep1530,0.676,0,0,0.676,Toxin
pep1531,0.644,0,0,0.644,Toxin
pep1532,0.673,0,0,0.673,Toxin
pep1533,0.618,0,0,0.618,Toxin
pep1534,0.652,0,0,0.652,Toxin
pep1535,0.625,0,0,0.625,Toxin
pep1536,0.61,0,0,0.61,Toxin
pep1537,0.622,0,0,0.622,Toxin
pep1538,0.617,0,0,0.617,Toxin
pep1539,0.593,0,0,0.593,Non-Toxin
pep154,0.772,0,0,0.772,Toxin
pep1540,0.606,0,0,0.606,Toxin
pep1541,0.598,0,0,0.598,Non-Toxin
pep1542,0.61,0,0,0.61,Toxin
pep1543,0.638,0,0,0.638,Toxin
pep1544,0.642,0,0,0.642,Toxin
pep1545,0.658,0,0,0.658,Toxin
pep1546,0.667,0,0,0.667,Toxin
pep1547,0.694,0,0,0.694,Toxin
pep1548,0.702,0,0,0.702,Toxin
pep1549,0.647,0,0,0.647,Toxin
pep155,0.776,0,0,0.776,Toxin
pep1550,0.642,0,0,0.642,Toxin
