Subject,ML Score,MERCI Score,BLAST Score,Hybrid Score,Prediction
pep1041,0.539,0,0,0.539,Non-Toxin
pep1042,0.555,0,0,0.555,Non-Toxin
pep1043,0.6,0,0,0.6,Non-Toxin
pep1044,0.618,0,0,0.618,Toxin
pep1045,0.615,0,0,0.615,Toxin
pep1046,0.604,0,0,0.604,Toxin
pep1047,0.607,0,0,0.607,Toxin
pep1048,0.924,0,0,0.924,Toxin
pep1049,0.916,0,0,0.916,Toxin
pep105,0.651,0,0,0.651,Toxin
pep1050,0.897,0,0,0.897,Toxin
pep1051,0.887,0,0,0.887,Toxin
pep1052,0.885,0,0,0.885,Toxin
pep1053,0.884,0,0,0.884,Toxin
pep1054,0.897,0,0,0.897,Toxin
pep1055,0.894,0,0,0.894,Toxin
pep1056,0.91,0,0,0.91,Toxin
pep1057,0.921,0,0,0.921,Toxin
pep1058,0.916,0,0,0.916,Toxin
pep1059,0.706,0,0,0.706,Toxin
pep106,0.691,0,0,0.691,Toxin
pep1060,0.706,0,0,0.706,Toxin
pep1061,0.696,0,0,0.696,Toxin
pep1062,0.696,0,0,0.696,Toxin
pep1063,0.702,0,0,0.702,Toxin
pep1064,0.73,0,0,0.73,Toxin
pep1065,0.77,0,0,0.77,Toxin
pep1066,0.679,0,0,0.679,Toxin
pep1067,0.694,0,0,0.694,Toxin
pep1068,0.729,0,0,0.729,Toxin
pep1069,0.525,0,0,0.525,Non-Toxin
pep107,0.618,0,0,0.618,Toxin
pep1070,0.493,0,0,0.493,Non-Toxin
pep1071,0.481,0,0,0.481,Non-Toxin
pep1072,0.501,0,0,0.501,Non-Toxin
pep1073,0.517,0,0,0.517,Non-Toxin
pep1074,0.538,0,0,0.538,Non-Toxin
pep1075,0.528,0,0,0.528,Non-Toxin
pep1076,0.524,0,0,0.524,Non-Toxin
pep1077,0.532,0,0,0.532,Non-Toxin
pep1078,0.538,0,0,0.538,Non-Toxin
pep1079,0.55,0,0,0.55,Non-Toxin
pep108,0.631,0,0,0.631,Toxin
pep1080,0.559,0,0,0.559,Non-Toxin
pep1081,0.561,0,0,0.561,Non-Toxin
pep1082,0.599,0,0,0.599,Non-Toxin
pep1083,0.622,0,0,0.622,Toxin
pep1084,0.596,0,0,0.596,Non-Toxin
pep1085,0.582,0,0,0.582,Non-Toxin
pep1086,0.548,0,0,0.548,Non-Toxin
pep1087,0.55,0,0,0.55,Non-Toxin
pep1088,0.551,0,0,0.551,Non-Toxin
pep1089,0.515,0,0,0.515,Non-Toxin
pep109,0.636,0,0,0.636,Toxin
pep1090,0.537,0,0,0.537,Non-Toxin
pep1091,0.571,0,0,0.571,Non-Toxin
pep1092,0.612,0,0,0.612,Toxin
pep1093,0.616,0,0,0.616,Toxin
pep1094,0.624,0,0,0.624,Toxin
pep1095,0.599,0,0,0.599,Non-Toxin
pep1096,0.578,0,0,0.578,Non-Toxin
pep1097,0.588,0,0,0.588,Non-Toxin
pep1098,0.585,0,0,0.585,Non-Toxin
pep1099,0.591,0,0,0.591,Non-Toxin
pep11,0.664,0,0,0.664,Toxin
pep110,0.645,0,0,0.645,Toxin
pep1100,0.585,0,0,0.585,Non-Toxin
pep1101,0.587,0,0,0.587,Non-Toxin
pep1102,0.513,0,0,0.513,Non-Toxin
pep1103,0.536,0,0,0.536,Non-Toxin
pep1104,0.534,0,0,0.534,Non-Toxin
pep1105,0.54,0,0,0.54,Non-Toxin
pep1106,0.562,0,0,0.562,Non-Toxin
pep1107,0.573,0,0,0.573,Non-Toxin
pep1108,0.576,0,0,0.576,Non-Toxin
pep1109,0.487,0,0,0.487,Non-Toxin
pep111,0.621,0,0,0.621,Toxin
pep1110,0.521,0,0,0.521,Non-Toxin
pep1111,0.531,0,0,0.531,Non-Toxin
pep1112,0.546,0,0,0.546,Non-Toxin
pep1113,0.551,0,0,0.551,Non-Toxin
pep1114,0.547,0,0,0.547,Non-Toxin
pep1115,0.572,0,0,0.572,Non-Toxin
pep1116,0.589,0,0,0.589,Non-Toxin
pep1117,0.588,0,0,0.588,Non-Toxin
pep1118,0.571,0,0,0.571,Non-Toxin
pep1119,0.557,0,0,0.557,Non-Toxin
pep112,0.513,0,0,0.513,Non-Toxin
pep1120,0.561,0,0,0.561,Non-Toxin
pep1121,0.58,0,0,0.58,Non-Toxin
pep1122,0.639,0,0,0.639,Toxin
pep1123,0.63,0,0,0.63,Toxin
pep1124,0.577,0,0,0.577,Non-Toxin
pep1125,0.571,0,0,0.571,Non-Toxin
pep1126,0.501,0,0,0.501,Non-Toxin
pep1127,0.506,0,0,0.506,Non-Toxin
pep1128,0.542,0,0,0.542,Non-Toxin
pep1129,0.554,0,0,0.554,Non-Toxin
pep113,0.492,0,0,0.492,Non-Toxin
pep1130,0.549,0,0,0.549,Non-Toxin
pep1131,0.543,0,0,0.543,Non-Toxin
pep1132,0.517,0,0,0.517,Non-Toxin
pep1133,0.54,0,0,0.54,Non-Toxin
pep1134,0.519,0,0,0.519,Non-Toxin
pep1135,0.559,0,0,0.559,Non-Toxin
pep1136,0.591,0,0,0.591,Non-Toxin
pep1137,0.583,0,0,0.583,Non-Toxin
pep1138,0.592,0,0,0.592,Non-Toxin
pep1139,0.557,0,0,0.557,Non-Toxin
pep114,0.513,0,0,0.513,Non-Toxin
pep1140,0.573,0,0,0.573,Non-Toxin
pep1141,0.565,0,0,0.565,Non-Toxin
pep1142,0.573,0,0,0.573,Non-Toxin
pep1143,0.58,0,0,0.58,Non-Toxin
pep1144,0.712,0,0,0.712,Toxin
pep1145,0.691,0,0,0.691,Toxin
pep1146,0.691,0,0,0.691,Toxin
pep1147,0.705,0,0,0.705,Toxin
pep1148,0.648,0,0,0.648,Toxin
pep1149,0.635,0,0,0.635,Toxin
pep115,0.516,0,0,0.516,Non-Toxin
pep1150,0.644,0,0,0.644,Toxin
pep1151,0.655,0,0,0.655,Toxin
pep1152,0.64,0,0,0.64,Toxin
pep1153,0.62,0,0,0.62,Toxin
pep1154,0.621,0,0,0.621,Toxin
pep1155,0.601,0,0,0.601,Toxin
pep1156,0.666,0,0,0.666,Toxin
pep1157,0.679,0,0,0.679,Toxin
pep1158,0.611,0,0,0.611,Toxin
pep1159,0.626,0,0,0.626,Toxin
pep116,0.511,0,0,0.511,Non-Toxin
pep1160,0.613,0,0,0.613,Toxin
pep1161,0.635,0,0,0.635,Toxin
pep1162,0.655,0,0,0.655,Toxin
pep1163,0.624,0,0,0.624,Toxin
pep1164,0.635,0,0,0.635,Toxin
pep1165,0.633,0,0,0.633,Toxin
pep1166,0.605,0,0,0.605,Toxin
pep1167,0.596,0,0,0.596,Non-Toxin
pep1168,0.593,0,0,0.593,Non-Toxin
pep1169,0.556,0,0,0.556,Non-Toxin
pep117,0.558,0,0,0.558,Non-Toxin
pep1170,0.553,0,0,0.553,Non-Toxin
pep1171,0.536,0,0,0.536,Non-Toxin
pep1172,0.515,0,0,0.515,Non-Toxin
pep1173,0.544,0,0,0.544,Non-Toxin
pep1174,0.559,0,0,0.559,Non-Toxin
pep1175,0.535,0,0,0.535,Non-Toxin
pep1176,0.655,0,0,0.655,Toxin
pep1177,0.666,0,0,0.666,Toxin
pep1178,0.67,0,0,0.67,Toxin
pep1179,0.65,0,0,0.65,Toxin
pep118,0.566,0,0,0.566,Non-Toxin
pep1180,0.642,0,0,0.642,Toxin
pep1181,0.644,0,0,0.644,Toxin
pep1182,0.647,0,0,0.647,Toxin
pep1183,0.647,0,0,0.647,Toxin
pep1184,0.668,0,0,0.668,Toxin
pep1185,0.658,0,0,0.658,Toxin
pep1186,0.667,0,0,0.667,Toxin
pep1187,0.675,0,0,0.675,Toxin
pep1188,0.657,0,0,0.657,Toxin
pep1189,0.696,0,0,0.696,Toxin
pep119,0.552,0,0,0.552,Non-Toxin
pep1190,0.709,0,0,0.709,Toxin
pep1191,0.674,0,0,0.674,Toxin
pep1192,0.676,0,0,0.676,Toxin
pep1193,0.681,0,0,0.681,Toxin
pep1194,0.658,0,0,0.658,Toxin
pep1195,0.646,0,0,0.646,Toxin
pep1196,0.654,0,0,0.654,Toxin
pep1197,0.643,0,0,0.643,Toxin
pep1198,0.61,0,0,0.61,Toxin
pep1199,0.624,0,0,0.624,Toxin
pep12,0.656,0,0,0.656,Toxin
pep120,0.547,0,0,0.547,Non-Toxin
pep1200,0.632,0,0,0.632,Toxin
pep1201,0.601,0,0,0.601,Toxin
pep1202,0.952,0,0,0.952,Toxin
pep1203,0.955,0,0,0.955,Toxin
pep1204,0.941,0,0,0.941,Toxin
pep1205,0.937,0,0,0.937,Toxin
pep1206,0.627,0,0,0.627,Toxin
pep1207,0.66,0,0,0.66,Toxin
pep1208,0.676,0,0,0.676,Toxin
pep1209,0.678,0,0,0.678,Toxin
pep121,0.515,0,0,0.515,Non-Toxin
pep1210,0.656,0,0,0.656,Toxin
pep1211,0.63,0,0,0.63,Toxin
pep1212,0.617,0,0,0.617,Toxin
pep1213,0.619,0,0,0.619,Toxin
pep1214,0.622,0,0,0.622,Toxin
pep1215,0.619,0,0,0.619,Toxin
pep1216,0.62,0,0,0.62,Toxin
pep1217,0.584,0,0,0.584,Non-Toxin
pep1218,0.565,0,0,0.565,Non-Toxin
pep1219,0.72,0,0,0.72,Toxin
pep122,0.599,0,0,0.599,Non-Toxin
pep1220,0.674,0,0,0.674,Toxin
pep1221,0.628,0,0,0.628,Toxin
pep1222,0.667,0,0,0.667,Toxin
pep1223,0.633,0,0,0.633,Toxin
pep1224,0.65,0,0,0.65,Toxin
pep1225,0.664,0,0,0.664,Toxin
pep1226,0.653,0,0,0.653,Toxin
pep1227,0.652,0,0,0.652,Toxin
pep1228,0.609,0,0,0.609,Toxin
pep1229,0.572,0,0,0.572,Non-Toxin
pep123,0.583,0,0,0.583,Non-Toxin
pep1230,0.578,0,0,0.578,Non-Toxin
pep1231,0.589,0,0,0.589,Non-Toxin
pep1232,0.686,0,0,0.686,Toxin
pep1233,0.691,0,0,0.691,Toxin
pep1234,0.704,0,0,0.704,Toxin
pep1235,0.652,0,0,0.652,Toxin
pep1236,0.629,0,0,0.629,Toxin
pep1237,0.658,0,0,0.658,Toxin
pep1238,0.649,0,0,0.649,Toxin
pep1239,0.639,0,0,0.639,Toxin
pep124,0.577,0,0,0.577,Non-Toxin
pep1240,0.632,0,0,0.632,Toxin
pep1241,0.601,0,0,0.601,Toxin
pep1242,0.708,0,0,0.708,Toxin
pep1243,0.72,0,0,0.72,Toxin
pep1244,0.72,0,0,0.72,Toxin
pep1245,0.723,0,0,0.723,Toxin
pep1246,0.76,0,0,0.76,Toxin
pep1247,0.751,0,0,0.751,Toxin
pep1248,0.708,0,0,0.708,Toxin
pep1249,0.66,0,0,0.66,Toxin
pep125,0.506,0,0,0.506,Non-Toxin
pep1250,0.669,0,0,0.669,Toxin
pep1251,0.676,0,0,0.676,Toxin
pep1252,0.688,0,0,0.688,Toxin
pep1253,0.615,0,0,0.615,Toxin
pep1254,0.668,0,0,0.668,Toxin
pep1255,0.758,0,0,0.758,Toxin
pep1256,0.734,0,0,0.734,Toxin
pep1257,0.69,0,0,0.69,Toxin
pep1258,0.654,0,0,0.654,Toxin
pep1259,0.681,0,0,0.681,Toxin
pep126,0.509,0,0,0.509,Non-Toxin
pep1260,0.693,0,0,0.693,Toxin
pep1261,0.715,0,0,0.715,Toxin
pep1262,0.63,0,0,0.63,Toxin
pep1263,0.621,0,0,0.621,Toxin
pep1264,0.711,0,0,0.711,Toxin
pep1265,0.708,0,0,0.708,Toxin
pep1266,0.721,0,0,0.721,Toxin
pep1267,0.719,0,0,0.719,Toxin
pep1268,0.665,0,0,0.665,Toxin
pep1269,0.686,0,0,0.686,Toxin
pep127,0.534,0,0,0.534,Non-Toxin
pep1270,0.685,0,0,0.685,Toxin
pep1271,0.683,0,0,0.683,Toxin
pep1272,0.704,0,0,0.704,Toxin
pep1273,0.681,0,0,0.681,Toxin
pep1274,0.684,0,0,0.684,Toxin
pep1275,0.692,0,0,0.692,Toxin
pep1276,0.629,0,0,0.629,Toxin
pep1277,0.626,0,0,0.626,Toxin
pep1278,0.65,0,0,0.65,Toxin
pep1279,0.655,0,0,0.655,Toxin
pep128,0.561,0,0,0.561,Non-Toxin
pep1280,0.684,0,0,0.684,Toxin
pep1281,0.697,0,0,0.697,Toxin
pep1282,0.729,0,0,0.729,Toxin
pep1283,0.745,0,0,0.745,Toxin
pep1284,0.708,0,0,0.708,Toxin
pep1285,0.69,0,0,0.69,Toxin
pep1286,0.692,0,0,0.692,Toxin
pep1287,0.73,0,0,0.73,Toxin
pep1288,0.769,0,0,0.769,Toxin
pep1289,0.749,0,0,0.749,Toxin
pep129,0.587,0,0,0.587,Non-Toxin
pep1290,0.66,0,0,0.66,Toxin
pep1291,0.715,0,0,0.715,Toxin
pep1292,0.706,0,0,0.706,Toxin
pep1293,0.463,0,0,0.463,Non-Toxin
pep1294,0.701,0,0,0.701,Toxin
pep1295,0.668,0,0,0.668,Toxin
pep1296,0.613,0,0,0.613,Toxin
pep1297,0.667,0,0,0.667,Toxin
pep1298,0.591,0,0,0.591,Non-Toxin
pep1299,0.593,0,0,0.593,Non-Toxin
pep13,0.599,0,0,0.599,Non-Toxin
pep130,0.601,0,0,0.601,Toxin
pep1300,0.614,0,0,0.614,Toxin
pep1301,0.596,0,0,0.596,Non-Toxin
pep1302,0.585,0,0,0.585,Non-Toxin
pep1303,0.561,0,0,0.561,Non-Toxin
pep1304,0.549,0,0,0.549,Non-Toxin
pep1305,0.552,0,0,0.552,Non-Toxin
pep1306,0.6,0,0,0.6,Non-Toxin
pep1307,0.601,0,0,0.601,Toxin
pep1308,0.624,0,0,0.624,Toxin
pep1309,0.667,0,0,0.667,Toxin
pep131,0.585,0,0,0.585,Non-Toxin
pep1310,0.644,0,0,0.644,Toxin
pep1311,0.642,0,0,0.642,Toxin
pep1312,0.61,0,0,0.61,Toxin
pep1313,0.644,0,0,0.644,Toxin
pep1314,0.661,0,0,0.661,Toxin
pep1315,0.666,0,0,0.666,Toxin
pep1316,0.658,0,0,0.658,Toxin
pep1317,0.667,0,0,0.667,Toxin
pep1318,0.666,0,0,0.666,Toxin
pep1319,0.669,0,0,0.669,Toxin
pep132,0.612,0,0,0.612,Toxin
pep1320,0.638,0,0,0.638,Toxin
pep1321,0.653,0,0,0.653,Toxin
pep1322,0.653,0,0,0.653,Toxin
pep1323,0.627,0,0,0.627,Toxin
pep1324,0.631,0,0,0.631,Toxin
pep1325,0.621,0,0,0.621,Toxin
pep1326,0.621,0,0,0.621,Toxin
pep1327,0.621,0,0,0.621,Toxin
pep1328,0.601,0,0,0.601,Toxin
pep1329,0.6,0,0,0.6,Non-Toxin
pep133,0.615,0,0,0.615,Toxin
pep1330,0.598,0,0,0.598,Non-Toxin
pep1331,0.601,0,0,0.601,Toxin
pep1332,0.636,0,0,0.636,Toxin
pep1333,0.631,0,0,0.631,Toxin
pep1334,0.603,0,0,0.603,Toxin
pep1335,0.654,0,0,0.654,Toxin
pep1336,0.654,0,0,0.654,Toxin
pep1337,0.657,0,0,0.657,Toxin
pep1338,0.669,0,0,0.669,Toxin
pep1339,0.67,0,0,0.67,Toxin
pep134,0.617,0,0,0.617,Toxin
pep1340,0.635,0,0,0.635,Toxin
pep1341,0.627,0,0,0.627,Toxin
pep1342,0.635,0,0,0.635,Toxin
pep1343,0.641,0,0,0.641,Toxin
pep1344,0.65,0,0,0.65,Toxin
pep1345,0.654,0,0,0.654,Toxin
pep1346,0.627,0,0,0.627,Toxin
pep1347,0.62,0,0,0.62,Toxin
pep1348,0.493,0,0,0.493,Non-Toxin
pep1349,0.509,0,0,0.509,Non-Toxin
pep135,0.417,0,0,0.417,Non-Toxin
pep1350,0.509,0,0,0.509,Non-Toxin
pep1351,0.515,0,0,0.515,Non-Toxin
pep1352,0.525,0,0,0.525,Non-Toxin
pep1353,0.471,0,0,0.471,Non-Toxin
pep1354,0.441,0,0,0.441,Non-Toxin
pep1355,0.431,0,0,0.431,Non-Toxin
pep1356,0.365,0,0,0.365,Non-Toxin
pep1357,0.391,0,0,0.391,Non-Toxin
pep1358,0.396,0,0,0.396,Non-Toxin
pep1359,0.566,0,0,0.566,Non-Toxin
pep136,0.455,0,0,0.455,Non-Toxin
pep1360,0.56,0,0,0.56,Non-Toxin
pep1361,0.54,0,0,0.54,Non-Toxin
pep1362,0.755,0,0,0.755,Toxin
pep1363,0.742,0,0,0.742,Toxin
pep1364,0.743,0,0,0.743,Toxin
pep1365,0.719,0,0,0.719,Toxin
pep1366,0.65,0,0,0.65,Toxin
pep1367,0.621,0,0,0.621,Toxin
pep1368,0.645,0,0,0.645,Toxin
pep1369,0.661,0,0,0.661,Toxin
pep137,0.449,0,0,0.449,Non-Toxin
pep1370,0.655,0,0,0.655,Toxin
pep1371,0.616,0,0,0.616,Toxin
pep1372,0.612,0,0,0.612,Toxin
pep1373,0.65,0,0,0.65,Toxin
pep1374,0.632,0,0,0.632,Toxin
pep1375,0.577,0,0,0.577,Non-Toxin
pep1376,0.594,0,0,0.594,Non-Toxin
pep1377,0.676,0,0,0.676,Toxin
pep1378,0.653,0,0,0.653,Toxin
pep1379,0.654,0,0,0.654,Toxin
pep138,0.479,0,0,0.479,Non-Toxin
pep1380,0.656,0,0,0.656,Toxin
pep1381,0.596,0,0,0.596,Non-Toxin
pep1382,0.589,0,0,0.589,Non-Toxin
pep1383,0.577,0,0,0.577,Non-Toxin
pep1384,0.603,0,0,0.603,Toxin
pep1385,0.538,0,0,0.538,Non-Toxin
pep1386,0.551,0,0,0.551,Non-Toxin
pep1387,0.554,0,0,0.554,Non-Toxin
pep1388,0.736,0,0,0.736,Toxin
pep1389,0.621,0,0,0.621,Toxin
pep139,0.47,0,0,0.47,Non-Toxin
pep1390,0.669,0,0,0.669,Toxin
pep1391,0.612,0,0,0.612,Toxin
pep1392,0.614,0,0,0.614,Toxin
pep1393,0.623,0,0,0.623,Toxin
pep1394,0.73,0,0,0.73,Toxin
pep1395,0.887,0,0,0.887,Toxin
pep1396,0.861,0,0,0.861,Toxin
pep1397,0.85,0,0,0.85,Toxin
pep1398,0.849,0,0,0.849,Toxin
pep1399,0.853,0,0,0.853,Toxin
pep14,0.6,0,0,0.6,Non-Toxin
pep140,0.502,0,0,0.502,Non-Toxin
pep1400,0.859,0,0,0.859,Toxin
pep1401,0.866,0,0,0.866,Toxin
pep1402,0.87,0,0,0.87,Toxin
pep1403,0.876,0,0,0.876,Toxin
pep1404,0.878,0,0,0.878,Toxin
pep1405,0.888,0,0,0.888,Toxin
pep1406,0.897,0,0,0.897,Toxin
pep1407,0.871,0,0,0.871,Toxin
pep1408,0.949,0,0,0.949,Toxin
pep1409,0.943,0,0,0.943,Toxin
pep141,0.472,0,0,0.472,Non-Toxin
pep1410,0.924,0,0,0.924,Toxin
pep1411,0.913,0,0,0.913,Toxin
pep1412,0.914,0,0,0.914,Toxin
pep1413,0.92,0,0,0.92,Toxin
pep1414,0.637,0,0,0.637,Toxin
pep1415,0.828,0,0,0.828,Toxin
pep1416,0.832,0,0,0.832,Toxin
pep1417,0.834,0,0,0.834,Toxin
pep1418,0.847,0,0,0.847,Toxin
pep1419,0.825,0,0,0.825,Toxin
pep142,0.459,0,0,0.459,Non-Toxin
pep1420,0.789,0,0,0.789,Toxin
pep1421,0.752,0,0,0.752,Toxin
pep1422,0.717,0,0,0.717,Toxin
pep1423,0.705,0,0,0.705,Toxin
pep1424,0.696,0,0,0.696,Toxin
pep1425,0.682,0,0,0.682,Toxin
pep1426,0.669,0,0,0.669,Toxin
pep1427,0.608,0,0,0.608,Toxin
pep1428,0.593,0,0,0.593,Non-Toxin
pep1429,0.602,0,0,0.602,Toxin
pep143,0.437,0,0,0.437,Non-Toxin
pep1430,0.605,0,0,0.605,Toxin
pep1431,0.612,0,0,0.612,Toxin
pep1432,0.6,0,0,0.6,Non-Toxin
pep1433,0.592,0,0,0.592,Non-Toxin
pep1434,0.609,0,0,0.609,Toxin
pep1435,0.59,0,0,0.59,Non-Toxin
pep1436,0.564,0,0,0.564,Non-Toxin
pep1437,0.526,0,0,0.526,Non-Toxin
pep1438,0.532,0,0,0.532,Non-Toxin
pep1439,0.464,0,0,0.464,Non-Toxin
pep144,0.445,0,0,0.445,Non-Toxin
pep1440,0.515,0,0,0.515,Non-Toxin
pep1441,0.513,0,0,0.513,Non-Toxin
pep1442,0.507,0,0,0.507,Non-Toxin
pep1443,0.624,0,0,0.624,Toxin
pep1444,0.617,0,0,0.617,Toxin
pep1445,0.636,0,0,0.636,Toxin
pep1446,0.646,0,0,0.646,Toxin
pep1447,0.667,0,0,0.667,Toxin
pep1448,0.646,0,0,0.646,Toxin
pep1449,0.712,0,0,0.712,Toxin
pep145,0.609,0,0,0.609,Toxin
pep1450,0.734,0,0,0.734,Toxin
pep1451,0.713,0,0,0.713,Toxin
pep1452,0.652,0,0,0.652,Toxin
pep1453,0.697,0,0,0.697,Toxin
pep1454,0.65,0,0,0.65,Toxin
pep1455,0.653,0,0,0.653,Toxin
pep1456,0.659,0,0,0.659,Toxin
pep1457,0.653,0,0,0.653,Toxin
pep1458,0.64,0,0,0.64,Toxin
pep1459,0.61,0,0,0.61,Toxin
pep146,0.594,0,0,0.594,Non-Toxin
pep1460,0.592,0,0,0.592,Non-Toxin
pep1461,0.589,0,0,0.589,Non-Toxin
pep1462,0.76,0,0,0.76,Toxin
pep1463,0.76,0,0,0.76,Toxin
pep1464,0.709,0,0,0.709,Toxin
pep1465,0.7,0,0,0.7,Toxin
pep1466,0.678,0,0,0.678,Toxin
pep1467,0.66,0,0,0.66,Toxin
pep1468,0.666,0,0,0.666,Toxin
pep1469,0.671,0,0,0.671,Toxin
pep147,0.608,0,0,0.608,Toxin
pep1470,0.618,0,0,0.618,Toxin
pep1471,0.621,0,0,0.621,Toxin
pep1472,0.612,0,0,0.612,Toxin
pep1473,0.641,0,0,0.641,Toxin
pep1474,0.557,0,0,0.557,Non-Toxin
pep1475,0.56,0,0,0.56,Non-Toxin
pep1476,0.614,0,0,0.614,Toxin
pep1477,0.617,0,0,0.617,Toxin
pep1478,0.696,0,0,0.696,Toxin
pep1479,0.639,0,0,0.639,Toxin
pep148,0.595,0,0,0.595,Non-Toxin
pep1480,0.83,0,0,0.83,Toxin
pep1481,0.834,0,0,0.834,Toxin
pep1482,0.84,0,0,0.84,Toxin
pep1483,0.839,0,0,0.839,Toxin
pep1484,0.806,0,0,0.806,Toxin
pep1485,0.741,0,0,0.741,Toxin
pep1486,0.724,0,0,0.724,Toxin
pep1487,0.704,0,0,0.704,Toxin
pep1488,0.7,0,0,0.7,Toxin
pep1489,0.682,0,0,0.682,Toxin
pep149,0.592,0,0,0.592,Non-Toxin
pep1490,0.676,0,0,0.676,Toxin
pep1491,0.659,0,0,0.659,Toxin
pep1492,0.643,0,0,0.643,Toxin
pep1493,0.638,0,0,0.638,Toxin
pep1494,0.645,0,0,0.645,Toxin
pep1495,0.658,0,0,0.658,Toxin
pep1496,0.652,0,0,0.652,Toxin
pep1497,0.651,0,0,0.651,Toxin
pep1498,0.65,0,0,0.65,Toxin
pep1499,0.658,0,0,0.658,Toxin
pep15,0.61,0,0,0.61,Toxin
pep150,0.475,0,0,0.475,Non-Toxin
pep1500,0.653,0,0,0.653,Toxin
pep1501,0.673,0,0,0.673,Toxin
pep1502,0.659,0,0,0.659,Toxin
pep1503,0.653,0,0,0.653,Toxin
pep1504,0.667,0,0,0.667,Toxin
pep1505,0.659,0,0,0.659,Toxin
pep1506,0.649,0,0,0.649,Toxin
pep1507,0.644,0,0,0.644,Toxin
pep1508,0.657,0,0,0.657,Toxin
pep1509,0.661,0,0,0.661,Toxin
pep151,0.47,0,0,0.47,Non-Toxin
pep1510,0.651,0,0,0.651,Toxin
pep1511,0.66,0,0,0.66,Toxin
pep1512,0.659,0,0,0.659,Toxin
pep1513,0.65,0,0,0.65,Toxin
pep1514,0.649,0,0,0.649,Toxin
pep1515,0.679,0,0,0.679,Toxin
pep1516,0.653,0,0,0.653,Toxin
pep1517,0.8,0,0,0.8,Toxin
pep1518,0.757,0,0,0.757,Toxin
pep1519,0.725,0,0,0.725,Toxin
pep152,0.474,0,0,0.474,Non-Toxin
pep1520,0.708,0,0,0.708,Toxin
pep1521,0.69,0,0,0.69,Toxin
pep1522,0.677,0,0,0.677,Toxin
pep1523,0.618,0,0,0.618,Toxin
pep1524,0.705,0,0,0.705,Toxin
pep1525,0.708,0,0,0.708,Toxin
pep1526,0.663,0,0,0.663,Toxin
pep1527,0.696,0,0,0.696,Toxin
pep1528,0.707,0,0,0.707,Toxin
pep1529,0.704,0,0,0.704,Toxin
pep153,0.505,0,0,0.505,Non-Toxin
pep1530,0.701,0,0,0.701,Toxin
pep1531,0.717,0,0,0.717,Toxin
pep1532,0.657,0,0,0.657,Toxin
pep1533,0.638,0,0,0.638,Toxin
pep1534,0.662,0,0,0.662,Toxin
pep1535,0.665,0,0,0.665,Toxin
pep1536,0.638,0,0,0.638,Toxin
pep1537,0.609,0,0,0.609,Toxin
pep1538,0.568,0,0,0.568,Non-Toxin
pep1539,0.494,0,0,0.494,Non-Toxin
pep154,0.532,0,0,0.532,Non-Toxin
pep1540,0.554,0,0,0.554,Non-Toxin
pep1541,0.549,0,0,0.549,Non-Toxin
pep1542,0.561,0,0,0.561,Non-Toxin
pep1543,0.529,0,0,0.529,Non-Toxin
pep1544,0.519,0,0,0.519,Non-Toxin
