Subject,ML Score,MERCI Score,BLAST Score,Hybrid Score,Prediction
pep1118,0.937,0,0,0.937,Toxin
pep1119,0.664,0,0,0.664,Toxin
pep112,0.779,0,0,0.779,Toxin
pep1120,0.665,0,0,0.665,Toxin
pep1121,0.682,0,0,0.682,Toxin
pep1122,0.621,0,0,0.621,Toxin
pep1123,0.574,0,0,0.574,Non-Toxin
pep1124,0.593,0,0,0.593,Non-Toxin
pep1125,0.554,0,0,0.554,Non-Toxin
pep1126,0.577,0,0,0.577,Non-Toxin
pep1127,0.575,0,0,0.575,Non-Toxin
pep1128,0.571,0,0,0.571,Non-Toxin
pep1129,0.594,0,0,0.594,Non-Toxin
pep113,0.744,0,0,0.744,Toxin
pep1130,0.594,0,0,0.594,Non-Toxin
pep1131,0.581,0,0,0.581,Non-Toxin
pep1132,0.667,0,0,0.667,Toxin
pep1133,0.67,0,0,0.67,Toxin
pep1134,0.692,0,0,0.692,Toxin
pep1135,0.648,0,0,0.648,Toxin
pep1136,0.587,0,0,0.587,Non-Toxin
pep1137,0.516,0,0,0.516,Non-Toxin
pep1138,0.535,0,0,0.535,Non-Toxin
pep1139,0.555,0,0,0.555,Non-Toxin
pep114,0.74,0,0,0.74,Toxin
pep1140,0.564,0,0,0.564,Non-Toxin
pep1141,0.572,0,0,0.572,Non-Toxin
pep1142,0.603,0,0,0.603,Toxin
pep1143,0.616,0,0,0.616,Toxin
pep1144,0.581,0,0,0.581,Non-Toxin
pep1145,0.679,0,0,0.679,Toxin
pep1146,0.625,0,0,0.625,Toxin
pep1147,0.681,0,0,0.681,Toxin
pep1148,0.645,0,0,0.645,Toxin
pep1149,0.658,0,0,0.658,Toxin
pep115,0.732,0,0,0.732,Toxin
pep1150,0.667,0,0,0.667,Toxin
pep1151,0.653,0,0,0.653,Toxin
pep1152,0.649,0,0,0.649,Toxin
pep1153,0.622,0,0,0.622,Toxin
pep1154,0.569,0,0,0.569,Non-Toxin
pep1155,0.572,0,0,0.572,Non-Toxin
pep1156,0.595,0,0,0.595,Non-Toxin
pep1157,0.552,0,0,0.552,Non-Toxin
pep1158,0.691,0,0,0.691,Toxin
pep1159,0.713,0,0,0.713,Toxin
pep116,0.711,0,0,0.711,Toxin
pep1160,0.725,0,0,0.725,Toxin
pep1161,0.861,0,0,0.861,Toxin
pep1162,0.824,0,0,0.824,Toxin
pep1163,0.815,0,0,0.815,Toxin
pep1164,0.787,0,0,0.787,Toxin
pep1165,0.757,0,0,0.757,Toxin
pep1166,0.782,0,0,0.782,Toxin
pep1167,0.76,0,0,0.76,Toxin
pep1168,0.744,0,0,0.744,Toxin
pep1169,0.623,0,0,0.623,Toxin
pep117,0.704,0,0,0.704,Toxin
pep1170,0.611,0,0,0.611,Toxin
pep1171,0.6,0,0,0.6,Non-Toxin
pep1172,0.649,0,0,0.649,Toxin
pep1173,0.483,0,0,0.483,Non-Toxin
pep1174,0.842,0,0,0.842,Toxin
pep1175,0.92,0,0,0.92,Toxin
pep1176,0.906,0,0,0.906,Toxin
pep1177,0.886,0,0,0.886,Toxin
pep1178,0.816,0,0,0.816,Toxin
pep1179,0.801,0,0,0.801,Toxin
pep118,0.651,0,0,0.651,Toxin
pep1180,0.78,0,0,0.78,Toxin
pep1181,0.699,0,0,0.699,Toxin
pep1182,0.649,0,0,0.649,Toxin
pep1183,0.638,0,0,0.638,Toxin
pep1184,0.615,0,0,0.615,Toxin
pep1185,0.605,0,0,0.605,Toxin
pep1186,0.73,0,0,0.73,Toxin
pep1187,0.722,0,0,0.722,Toxin
pep1188,0.721,0,0,0.721,Toxin
pep1189,0.69,0,0,0.69,Toxin
pep119,0.655,0,0,0.655,Toxin
pep1190,0.711,0,0,0.711,Toxin
pep1191,0.709,0,0,0.709,Toxin
pep1192,0.72,0,0,0.72,Toxin
pep1193,0.702,0,0,0.702,Toxin
pep1194,0.699,0,0,0.699,Toxin
pep1195,0.703,0,0,0.703,Toxin
pep1196,0.726,0,0,0.726,Toxin
pep1197,0.722,0,0,0.722,Toxin
pep1198,0.736,0,0,0.736,Toxin
pep1199,0.713,0,0,0.713,Toxin
pep12,0.634,0,0,0.634,Toxin
pep120,0.622,0,0,0.622,Toxin
pep1200,0.721,0,0,0.721,Toxin
pep1201,0.725,0,0,0.725,Toxin
pep1202,0.735,0,0,0.735,Toxin
pep1203,0.621,0,0,0.621,Toxin
pep1204,0.619,0,0,0.619,Toxin
pep1205,0.636,0,0,0.636,Toxin
pep1206,0.64,0,0,0.64,Toxin
pep1207,0.643,0,0,0.643,Toxin
pep1208,0.519,0,0,0.519,Non-Toxin
pep1209,0.696,0,0,0.696,Toxin
pep121,0.621,0,0,0.621,Toxin
pep1210,0.698,0,0,0.698,Toxin
pep1211,0.61,0,0,0.61,Toxin
pep1212,0.598,0,0,0.598,Non-Toxin
pep1213,0.605,0,0,0.605,Toxin
pep1214,0.635,0,0,0.635,Toxin
pep1215,0.657,0,0,0.657,Toxin
pep1216,0.595,0,0,0.595,Non-Toxin
pep1217,0.591,0,0,0.591,Non-Toxin
pep1218,0.663,0,0,0.663,Toxin
pep1219,0.514,0,0,0.514,Non-Toxin
pep122,0.605,0,0,0.605,Toxin
pep1220,0.492,0,0,0.492,Non-Toxin
pep1221,0.747,0,0,0.747,Toxin
pep1222,0.751,0,0,0.751,Toxin
pep1223,0.745,0,0,0.745,Toxin
pep1224,0.724,0,0,0.724,Toxin
pep1225,0.725,0,0,0.725,Toxin
pep1226,0.711,0,0,0.711,Toxin
pep1227,0.651,0,0,0.651,Toxin
pep1228,0.641,0,0,0.641,Toxin
pep1229,0.624,0,0,0.624,Toxin
pep123,0.586,0,0,0.586,Non-Toxin
pep1230,0.684,0,0,0.684,Toxin
pep1231,0.636,0,0,0.636,Toxin
pep1232,0.634,0,0,0.634,Toxin
pep1233,0.665,0,0,0.665,Toxin
pep1234,0.775,0,0,0.775,Toxin
pep1235,0.756,0,0,0.756,Toxin
pep1236,0.676,0,0,0.676,Toxin
pep1237,0.679,0,0,0.679,Toxin
pep1238,0.722,0,0,0.722,Toxin
pep1239,0.715,0,0,0.715,Toxin
pep124,0.526,0,0,0.526,Non-Toxin
pep1240,0.43,0,0,0.43,Non-Toxin
pep1241,0.43,0,0,0.43,Non-Toxin
pep1242,0.403,0,0,0.403,Non-Toxin
pep1243,0.625,0,0,0.625,Toxin
pep1244,0.62,0,0,0.62,Toxin
pep1245,0.618,0,0,0.618,Toxin
pep1246,0.618,0,0,0.618,Toxin
pep1247,0.627,0,0,0.627,Toxin
pep1248,0.611,0,0,0.611,Toxin
pep1249,0.607,0,0,0.607,Toxin
pep125,0.494,0,0,0.494,Non-Toxin
pep1250,0.597,0,0,0.597,Non-Toxin
pep1251,0.582,0,0,0.582,Non-Toxin
pep1252,0.583,0,0,0.583,Non-Toxin
pep1253,0.545,0,0,0.545,Non-Toxin
pep1254,0.73,0,0,0.73,Toxin
pep1255,0.713,0,0,0.713,Toxin
pep1256,0.704,0,0,0.704,Toxin
pep1257,0.706,0,0,0.706,Toxin
pep1258,0.693,0,0,0.693,Toxin
pep1259,0.71,0,0,0.71,Toxin
pep126,0.474,0,0,0.474,Non-Toxin
pep1260,0.699,0,0,0.699,Toxin
pep1261,0.708,0,0,0.708,Toxin
pep1262,0.696,0,0,0.696,Toxin
pep1263,0.879,0,0,0.879,Toxin
pep1264,0.858,0,0,0.858,Toxin
pep1265,0.84,0,0,0.84,Toxin
pep1266,0.829,0,0,0.829,Toxin
pep1267,0.795,0,0,0.795,Toxin
pep1268,0.822,0,0,0.822,Toxin
pep1269,0.758,0,0,0.758,Toxin
pep127,0.733,0,0,0.733,Toxin
pep1270,0.737,0,0,0.737,Toxin
pep1271,0.597,0,0,0.597,Non-Toxin
pep1272,0.591,0,0,0.591,Non-Toxin
pep1273,0.603,0,0,0.603,Toxin
pep1274,0.581,0,0,0.581,Non-Toxin
pep1275,0.532,0,0,0.532,Non-Toxin
pep1276,0.51,0,0,0.51,Non-Toxin
pep1277,0.492,0,0,0.492,Non-Toxin
pep1278,0.489,0,0,0.489,Non-Toxin
pep1279,0.469,0,0,0.469,Non-Toxin
pep128,0.739,0,0,0.739,Toxin
pep1280,0.447,0,0,0.447,Non-Toxin
pep1281,0.402,0,0,0.402,Non-Toxin
pep1282,0.413,0,0,0.413,Non-Toxin
pep1283,0.414,0,0,0.414,Non-Toxin
pep1284,0.436,0,0,0.436,Non-Toxin
pep1285,0.442,0,0,0.442,Non-Toxin
pep1286,0.638,0,0,0.638,Toxin
pep1287,0.682,0,0,0.682,Toxin
pep1288,0.684,0,0,0.684,Toxin
pep1289,0.686,0,0,0.686,Toxin
pep129,0.713,0,0,0.713,Toxin
pep1290,0.66,0,0,0.66,Toxin
pep1291,0.595,0,0,0.595,Non-Toxin
pep1292,0.557,0,0,0.557,Non-Toxin
pep1293,0.594,0,0,0.594,Non-Toxin
pep1294,0.601,0,0,0.601,Toxin
pep1295,0.587,0,0,0.587,Non-Toxin
pep1296,0.537,0,0,0.537,Non-Toxin
pep1297,0.53,0,0,0.53,Non-Toxin
pep1298,0.575,0,0,0.575,Non-Toxin
pep1299,0.623,0,0,0.623,Toxin
pep13,0.655,0,0,0.655,Toxin
pep130,0.705,0,0,0.705,Toxin
pep1300,0.745,0,0,0.745,Toxin
pep1301,0.744,0,0,0.744,Toxin
pep1302,0.746,0,0,0.746,Toxin
pep1303,0.744,0,0,0.744,Toxin
pep1304,0.606,0,0,0.606,Toxin
pep1305,0.573,0,0,0.573,Non-Toxin
pep1306,0.648,0,0,0.648,Toxin
pep1307,0.54,0,0,0.54,Non-Toxin
pep1308,0.521,0,0,0.521,Non-Toxin
pep1309,0.457,0,0,0.457,Non-Toxin
pep131,0.708,0,0,0.708,Toxin
pep1310,0.437,0,0,0.437,Non-Toxin
pep1311,0.428,0,0,0.428,Non-Toxin
pep1312,0.448,0,0,0.448,Non-Toxin
pep1313,0.465,0,0,0.465,Non-Toxin
pep1314,0.476,0,0,0.476,Non-Toxin
pep1315,0.635,0,0,0.635,Toxin
pep1316,0.602,0,0,0.602,Toxin
pep1317,0.582,0,0,0.582,Non-Toxin
pep1318,0.593,0,0,0.593,Non-Toxin
pep1319,0.597,0,0,0.597,Non-Toxin
pep132,0.696,0,0,0.696,Toxin
pep1320,0.602,0,0,0.602,Toxin
pep1321,0.609,0,0,0.609,Toxin
pep1322,0.586,0,0,0.586,Non-Toxin
pep1323,0.606,0,0,0.606,Toxin
pep1324,0.617,0,0,0.617,Toxin
pep1325,0.619,0,0,0.619,Toxin
pep1326,0.617,0,0,0.617,Toxin
pep1327,0.621,0,0,0.621,Toxin
pep1328,0.93,0,0,0.93,Toxin
pep1329,0.927,0,0,0.927,Toxin
pep133,0.639,0,0,0.639,Toxin
pep1330,0.939,0,0,0.939,Toxin
pep1331,0.927,0,0,0.927,Toxin
pep1332,0.885,0,0,0.885,Toxin
pep1333,0.864,0,0,0.864,Toxin
pep1334,0.826,0,0,0.826,Toxin
pep1335,0.829,0,0,0.829,Toxin
pep1336,0.844,0,0,0.844,Toxin
pep1337,0.869,0,0,0.869,Toxin
pep1338,0.623,0,0,0.623,Toxin
pep1339,0.829,0,0,0.829,Toxin
pep134,0.624,0,0,0.624,Toxin
pep1340,0.687,0,0,0.687,Toxin
pep1341,0.718,0,0,0.718,Toxin
pep1342,0.73,0,0,0.73,Toxin
pep1343,0.887,0,0,0.887,Toxin
pep1344,0.861,0,0,0.861,Toxin
pep1345,0.85,0,0,0.85,Toxin
pep1346,0.849,0,0,0.849,Toxin
pep1347,0.853,0,0,0.853,Toxin
pep1348,0.864,0,0,0.864,Toxin
pep1349,0.837,0,0,0.837,Toxin
pep135,0.617,0,0,0.617,Toxin
pep1350,0.85,0,0,0.85,Toxin
pep1351,0.861,0,0,0.861,Toxin
pep1352,0.868,0,0,0.868,Toxin
pep1353,0.889,0,0,0.889,Toxin
pep1354,0.912,0,0,0.912,Toxin
pep1355,0.879,0,0,0.879,Toxin
pep1356,0.949,0,0,0.949,Toxin
pep1357,0.943,0,0,0.943,Toxin
pep1358,0.924,0,0,0.924,Toxin
pep1359,0.913,0,0,0.913,Toxin
pep136,0.688,0,0,0.688,Toxin
pep1360,0.914,0,0,0.914,Toxin
pep1361,0.915,0,0,0.915,Toxin
pep1362,0.612,0,0,0.612,Toxin
pep1363,0.594,0,0,0.594,Non-Toxin
pep1364,0.614,0,0,0.614,Toxin
pep1365,0.549,0,0,0.549,Non-Toxin
pep1366,0.602,0,0,0.602,Toxin
pep1367,0.627,0,0,0.627,Toxin
pep1368,0.612,0,0,0.612,Toxin
pep1369,0.611,0,0,0.611,Toxin
pep137,0.619,0,0,0.619,Toxin
pep1370,0.606,0,0,0.606,Toxin
pep1371,0.603,0,0,0.603,Toxin
pep1372,0.536,0,0,0.536,Non-Toxin
pep1373,0.565,0,0,0.565,Non-Toxin
pep1374,0.519,0,0,0.519,Non-Toxin
pep1375,0.648,0,0,0.648,Toxin
pep1376,0.576,0,0,0.576,Non-Toxin
pep1377,0.589,0,0,0.589,Non-Toxin
pep1378,0.552,0,0,0.552,Non-Toxin
pep1379,0.569,0,0,0.569,Non-Toxin
pep138,0.646,0,0,0.646,Toxin
pep1380,0.581,0,0,0.581,Non-Toxin
pep1381,0.61,0,0,0.61,Toxin
pep1382,0.622,0,0,0.622,Toxin
pep1383,0.661,0,0,0.661,Toxin
pep1384,0.651,0,0,0.651,Toxin
pep1385,0.675,0,0,0.675,Toxin
pep1386,0.65,0,0,0.65,Toxin
pep1387,0.664,0,0,0.664,Toxin
pep1388,0.675,0,0,0.675,Toxin
pep1389,0.664,0,0,0.664,Toxin
pep139,0.908,0,0,0.908,Toxin
pep1390,0.677,0,0,0.677,Toxin
pep1391,0.708,0,0,0.708,Toxin
pep1392,0.702,0,0,0.702,Toxin
pep1393,0.741,0,0,0.741,Toxin
pep1394,0.708,0,0,0.708,Toxin
pep1395,0.661,0,0,0.661,Toxin
pep1396,0.696,0,0,0.696,Toxin
pep1397,0.658,0,0,0.658,Toxin
pep1398,0.658,0,0,0.658,Toxin
pep1399,0.665,0,0,0.665,Toxin
pep14,0.659,0,0,0.659,Toxin
pep140,0.9,0,0,0.9,Toxin
pep1400,0.658,0,0,0.658,Toxin
pep1401,0.65,0,0,0.65,Toxin
pep1402,0.612,0,0,0.612,Toxin
pep1403,0.576,0,0,0.576,Non-Toxin
pep1404,0.592,0,0,0.592,Non-Toxin
pep1405,0.604,0,0,0.604,Toxin
pep1406,0.7,0,0,0.7,Toxin
pep1407,0.698,0,0,0.698,Toxin
pep1408,0.608,0,0,0.608,Toxin
pep1409,0.596,0,0,0.596,Non-Toxin
pep141,0.897,0,0,0.897,Toxin
pep1410,0.597,0,0,0.597,Non-Toxin
pep1411,0.633,0,0,0.633,Toxin
pep1412,0.721,0,0,0.721,Toxin
pep1413,0.719,0,0,0.719,Toxin
pep1414,0.704,0,0,0.704,Toxin
pep1415,0.707,0,0,0.707,Toxin
pep1416,0.696,0,0,0.696,Toxin
pep1417,0.714,0,0,0.714,Toxin
pep1418,0.697,0,0,0.697,Toxin
pep1419,0.706,0,0,0.706,Toxin
pep142,0.874,0,0,0.874,Toxin
pep1420,0.598,0,0,0.598,Non-Toxin
pep1421,0.59,0,0,0.59,Non-Toxin
pep1422,0.651,0,0,0.651,Toxin
pep1423,0.521,0,0,0.521,Non-Toxin
pep1424,0.514,0,0,0.514,Non-Toxin
pep1425,0.45,0,0,0.45,Non-Toxin
pep1426,0.418,0,0,0.418,Non-Toxin
pep1427,0.426,0,0,0.426,Non-Toxin
pep1428,0.459,0,0,0.459,Non-Toxin
pep1429,0.476,0,0,0.476,Non-Toxin
pep143,0.853,0,0,0.853,Toxin
pep1430,0.639,0,0,0.639,Toxin
pep1431,0.597,0,0,0.597,Non-Toxin
pep1432,0.586,0,0,0.586,Non-Toxin
pep1433,0.585,0,0,0.585,Non-Toxin
pep1434,0.606,0,0,0.606,Toxin
pep1435,0.609,0,0,0.609,Toxin
pep1436,0.615,0,0,0.615,Toxin
pep1437,0.593,0,0,0.593,Non-Toxin
pep1438,0.621,0,0,0.621,Toxin
pep1439,0.624,0,0,0.624,Toxin
pep144,0.842,0,0,0.842,Toxin
pep1440,0.622,0,0,0.622,Toxin
pep1441,0.671,0,0,0.671,Toxin
pep1442,0.62,0,0,0.62,Toxin
pep1443,0.604,0,0,0.604,Toxin
pep1444,0.609,0,0,0.609,Toxin
pep1445,0.566,0,0,0.566,Non-Toxin
pep1446,0.605,0,0,0.605,Toxin
pep1447,0.64,0,0,0.64,Toxin
pep1448,0.616,0,0,0.616,Toxin
pep1449,0.613,0,0,0.613,Toxin
pep145,0.791,0,0,0.791,Toxin
pep1450,0.61,0,0,0.61,Toxin
pep1451,0.605,0,0,0.605,Toxin
pep1452,0.565,0,0,0.565,Non-Toxin
pep1453,0.563,0,0,0.563,Non-Toxin
pep1454,0.566,0,0,0.566,Non-Toxin
pep1455,0.54,0,0,0.54,Non-Toxin
pep1456,0.538,0,0,0.538,Non-Toxin
pep1457,0.52,0,0,0.52,Non-Toxin
pep1458,0.53,0,0,0.53,Non-Toxin
pep1459,0.878,0,0,0.878,Toxin
pep146,0.804,0,0,0.804,Toxin
pep1460,0.883,0,0,0.883,Toxin
pep1461,0.903,0,0,0.903,Toxin
pep1462,0.884,0,0,0.884,Toxin
pep1463,0.948,0,0,0.948,Toxin
pep1464,0.869,0,0,0.869,Toxin
pep1465,0.853,0,0,0.853,Toxin
pep1466,0.717,0,0,0.717,Toxin
pep1467,0.693,0,0,0.693,Toxin
pep1468,0.684,0,0,0.684,Toxin
pep1469,0.623,0,0,0.623,Toxin
pep147,0.83,0,0,0.83,Toxin
pep1470,0.603,0,0,0.603,Toxin
pep1471,0.602,0,0,0.602,Toxin
pep1472,0.577,0,0,0.577,Non-Toxin
pep1473,0.589,0,0,0.589,Non-Toxin
pep1474,0.582,0,0,0.582,Non-Toxin
pep1475,0.637,0,0,0.637,Toxin
pep1476,0.609,0,0,0.609,Toxin
pep1477,0.566,0,0,0.566,Non-Toxin
pep1478,0.576,0,0,0.576,Non-Toxin
pep1479,0.573,0,0,0.573,Non-Toxin
pep148,0.511,0,0,0.511,Non-Toxin
pep1480,0.575,0,0,0.575,Non-Toxin
pep1481,0.584,0,0,0.584,Non-Toxin
pep1482,0.59,0,0,0.59,Non-Toxin
pep1483,0.596,0,0,0.596,Non-Toxin
pep1484,0.729,0,0,0.729,Toxin
pep1485,0.684,0,0,0.684,Toxin
pep1486,0.684,0,0,0.684,Toxin
pep1487,0.682,0,0,0.682,Toxin
pep1488,0.696,0,0,0.696,Toxin
pep1489,0.654,0,0,0.654,Toxin
pep149,0.475,0,0,0.475,Non-Toxin
pep1490,0.668,0,0,0.668,Toxin
pep1491,0.676,0,0,0.676,Toxin
pep1492,0.669,0,0,0.669,Toxin
pep1493,0.659,0,0,0.659,Toxin
pep1494,0.703,0,0,0.703,Toxin
pep1495,0.678,0,0,0.678,Toxin
pep1496,0.66,0,0,0.66,Toxin
pep1497,0.54,0,0,0.54,Non-Toxin
pep1498,0.568,0,0,0.568,Non-Toxin
pep1499,0.574,0,0,0.574,Non-Toxin
pep15,0.597,0,0,0.597,Non-Toxin
pep150,0.468,0,0,0.468,Non-Toxin
pep1500,0.608,0,0,0.608,Toxin
pep1501,0.596,0,0,0.596,Non-Toxin
pep1502,0.591,0,0,0.591,Non-Toxin
pep1503,0.601,0,0,0.601,Toxin
pep1504,0.609,0,0,0.609,Toxin
pep1505,0.605,0,0,0.605,Toxin
pep1506,0.602,0,0,0.602,Toxin
pep1507,0.587,0,0,0.587,Non-Toxin
pep1508,0.602,0,0,0.602,Toxin
pep1509,0.595,0,0,0.595,Non-Toxin
pep151,0.465,0,0,0.465,Non-Toxin
pep1510,0.823,0,0,0.823,Toxin
pep1511,0.794,0,0,0.794,Toxin
pep1512,0.788,0,0,0.788,Toxin
pep1513,0.778,0,0,0.778,Toxin
pep1514,0.711,0,0,0.711,Toxin
pep1515,0.7,0,0,0.7,Toxin
pep1516,0.697,0,0,0.697,Toxin
pep1517,0.698,0,0,0.698,Toxin
pep1518,0.647,0,0,0.647,Toxin
pep1519,0.518,0,0,0.518,Non-Toxin
pep152,0.465,0,0,0.465,Non-Toxin
pep1520,0.513,0,0,0.513,Non-Toxin
pep1521,0.689,0,0,0.689,Toxin
pep1522,0.649,0,0,0.649,Toxin
pep1523,0.64,0,0,0.64,Toxin
pep1524,0.64,0,0,0.64,Toxin
pep1525,0.625,0,0,0.625,Toxin
pep1526,0.631,0,0,0.631,Toxin
pep1527,0.694,0,0,0.694,Toxin
pep1528,0.696,0,0,0.696,Toxin
pep1529,0.699,0,0,0.699,Toxin
pep153,0.472,0,0,0.472,Non-Toxin
pep1530,0.718,0,0,0.718,Toxin
pep1531,0.618,0,0,0.618,Toxin
pep1532,0.608,0,0,0.608,Toxin
pep1533,0.63,0,0,0.63,Toxin
pep1534,0.64,0,0,0.64,Toxin
pep1535,0.688,0,0,0.688,Toxin
pep1536,0.673,0,0,0.673,Toxin
pep1537,0.686,0,0,0.686,Toxin
pep1538,0.669,0,0,0.669,Toxin
pep1539,0.669,0,0,0.669,Toxin
pep154,0.929,0,0,0.929,Toxin
pep1540,0.645,0,0,0.645,Toxin
pep1541,0.687,0,0,0.687,Toxin
pep1542,0.633,0,0,0.633,Toxin
pep1543,0.637,0,0,0.637,Toxin
pep1544,0.598,0,0,0.598,Non-Toxin
pep1545,0.648,0,0,0.648,Toxin
pep1546,0.618,0,0,0.618,Toxin
pep1547,0.623,0,0,0.623,Toxin
